mid,title,rating,rank,type,genre,rdate,language,cover,description,trailer,released,year
168,s.CRY.ed,PG-13 - Teens 13 or older,2093,anime,"[""Action"", ""Adventure"", ""Drama"", ""Sci-Fi""]",Summer 2001,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/8/89882.jpg,"A strange environmental phenomenon 22 years ago in the Kanazawa prefecture caused the land to split and protrude upwards reaching unprecedented heights, creating the secluded area known as The Lost Ground. Kazuma is a young mercenary who lives in the Lost Ground, looking for any work he can find to sustain his livelihood within the harsh environment. He is one of the few people that are gifted with the Alter ability, which allows him to plaster his right arm and torso with a metallic alloy. When this mercenary encounters HOLY, an order whose purpose is to suppress and capture what they call Native Alter Users, and one of the elite members of HOLY, Ryuho, an epic rivalry begins.  (Source: ANN)",Null,TRUE,"Jul 4, 2001 to Dec 26, 2001"
169,Shingetsutan Tsukihime,R - 17+ (violence & profanity),4337,anime,"[""Action"", ""Horror"", ""Mystery"", ""Romance"", ""Supernatural""]",Fall 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/12/20669.jpg,"Shiki Toono wakes up in a hospital ward with the ability to see invisible lines. These thin threads, which make up all matter in Shingetsutan, instantly destroy an object when severed. Shiki discovers that if he traces the lines of something, its destruction soon follows. While keeping his supernatural vision a secret, Shiki proceeds to live his sophomore life in peace. However, this peace is short-lived when Shiki encounters a mysterious woman with bright red eyes on his way back from school. Following a sudden psychotic lapse, he appears to kill the woman, and passes out shortly after. As if things couldn't get any worse, Shiki is assailed by a pair of demonic hounds the next day—facing certain death, Shiki is saved by the timely arrival of the same woman from yesterday. She introduces herself as Arcueid Brunestud, a vampire princess. Deciding to team up, Shiki and Arcueid embark on a journey to uncover the truth behind their lineage and the recent string of murders around town.  [Written by MAL Rewrite]",Null,TRUE,"Oct 10, 2003 to Dec 26, 2003"
170,Slam Dunk,PG-13 - Teens 13 or older,96,anime,"[""Comedy"", ""Drama"", ""Sports""]",Fall 1993,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/12/86890.jpg,"Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""  One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.  [Written by MAL Rewrite]",Null,TRUE,"Oct 16, 1993 to Mar 23, 1996"
171,Strange Dawn,PG - Children,7074,anime,"[""Adventure"", ""Drama"", ""Fantasy""]",Summer 2000,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/12/74782.jpg,"Yuko and Eri are two normal girls who are sucked into the alternate world filled with tiny people. The people of this mysterious world sees them as their ""Great Protectors"" who can protect their land in a time of strife. The two girls set out on a mission with a group of warriors from the village to find out how they were brought here and how might they return home. However, there is a war brewing and these two Great Protectors are the political tool that every faction lusts for to rally the people to their side.   (Source: ANN)",Null,TRUE,"Jul 11, 2000 to Sep 26, 2000"
173,Tactics,PG-13 - Teens 13 or older,2855,anime,"[""Comedy"", ""Drama"", ""Mystery"", ""Supernatural""]",Fall 2004,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/8/37549.jpg,"Ichinomiya Kantarou grew up with the ability to see demons, but was isolated and bullied by others who did not share the same gift. Instead, he became being friends with the demons, gaining a great attachment to their existence. One day, Kantarou was told about the strongest demon, the one known as the ogre-eating Tengu. Amazed by the news of his strength, Kantarou vowed to find this demon who was far stronger than any other, deciding to call him Haruka when he did so. Since this time, Kantarou searched far and wide for the ogre-eating Tengu with no luck, making his living by becoming a folklore writer and demon-buster. On a particular job, Kantarou had finally found news of a nearby shrine supposedly the place where the ogre-eating Tengu was sealed.",Null,TRUE,"Oct 6, 2004 to Mar 30, 2005"
174,Tenjou Tenge,R - 17+ (violence & profanity),4194,anime,"[""Action"", ""Comedy"", ""Ecchi""]",Spring 2004,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/10/8380.jpg,"For some people, high school represents the opportunity for a fresh start. You can take new classes and make new friends. For Souichiro Nagi and Bob Makihara, though, high school means something different: the chance to become the top fighters in the entire student body! Too bad Toudou Academy is the hardest possible place to realize their dreams. Their new high school is no ordinary academic institution. Rather than concentrating on classic subjects like math and science, Toudou Academy was created for the sole purpose of reviving the martial arts in Japan!  As a result, Souichiro's aspirations to become top dog are cut short when he runs afoul of Masataka Takayanagi and Maya Natsume. The two upperclassmen easily stop the freshmen duo's rampage across school, but rather than serving as a deterrent, it only stokes their competitive fire. What kind of monstrous fighters attend Toudou Academy? Are there any stronger than Masataka and Maya? And why in the world is Maya's younger sister stalking Souichiro? Learn the answers to these questions and more in Tenjou Tenge!",Null,TRUE,"Apr 2, 2004 to Sep 17, 2004"
177,Tsubasa Chronicle,PG-13 - Teens 13 or older,1551,anime,"[""Action"", ""Adventure"", ""Fantasy"", ""Romance"", ""Supernatural""]",Spring 2005,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/9/6555.jpg,"During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona.",Null,TRUE,"Apr 9, 2005 to Oct 15, 2005"
178,Ultra Maniac,G - All Ages,3073,anime,"[""Comedy"", ""Romance""]",Spring 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/8/53571.jpg,"Fantasies and miracles never interested Ayu Tateishi, a popular second-year student at her middle school. She was content with preserving her image of being cool, calm, and collected—all to catch the eye of her crush, Tetsushi Kaji. Ayu's carefree youthful days are interrupted by the appearance of Nina Sakura, a new transfer student who turns out to be a witch. As the only person who knows about Nina's ability to cast spells using a mini-computer, Ayu is forced to help Nina with her mission to find the five Holy Stones, qualifying her to marry the prince of the Magic Kingdom.  Unfortunately, Nina's ineptitude with magic and her habit of meddling in Ayu's personal life cause nothing but trouble for the two of them as Ayu toils to maintain her good reputation and Nina struggles to hide her secret from the discerning eye of Hiroki Tsujiai, Tetsushi's best friend and an avid fan of manga. And when Nina's search for the five Holy Stones brings allies and challengers from the Magic Kingdom, Ayu is dragged into a world she never even dreamed was possible.  [Written by MAL Rewrite]",Null,TRUE,"May 20, 2003 to Nov 11, 2003"
179,Ultra Maniac OVA,G - All Ages,5295,anime,"[""Comedy"", ""Romance""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/2/3132.jpg,"Ayu Tateishi is a popular second-year student at her middle school admired for being calm, cool, and collected. But this carefully preserved image was all crafted to catch the eye of her crush Tetsushi Kaji, who once complimented her for those qualities. Studying, playing tennis, and finding chances to speak with Tetsushi are all that are on Ayu's mind—until the day she finds a mini-computer underneath a bench.   After returning the item to Nina Sakura, a girl who was searching for a lost item earlier, Ayu is chosen by Nina as a confidante for her secret. When the school's two tennis teams have a dispute regarding use of the courts, Ayu is forced to settle the matter by playing against Hiroki Tsujiai, the captain of the boys' team and Tetsushi's best friend. While dreading the prospect of losing and embarrassing herself, Ayu is approached by Nina, who is revealed to be a witch who came to Earth after failing to graduate from the Magic Kingdom's middle school. Wanting to help Ayu win the match, Nina imbues a piece of chocolate with a spell that just might come in handy...  [Written by MAL Rewrite]",Null,TRUE,"Aug 6, 2002"
181,Vandread: The Second Stage,PG-13 - Teens 13 or older,1951,anime,"[""Action"", ""Sci-Fi"", ""Ecchi""]",Fall 2001,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/4/75447.jpg,"Though Hibiki and crew defeated a super-huge battleship of the earth in the last of the first stage, they noticed five battleships further aiming at Mejeiru and Tarahk. And, crew of NIRVANA learnt Tarahk and Mejeiru which were their home had been faced to the crisis of Karitori (reaping). Travel to their home is speed up so that they may inform of the crisis. On the way, current information of the earth having been brought by girl Misty who had come to travel with them was worse than they can imagine. Hibiki and crew noticed a true fight was in the future. VANDREAD is finally changed into final system by the attack of the enemy who becomes violent more and more. Can they save their home? And, what happens to the relations between Hibiki and Dita?  (Source: AnimeNfo)",Null,TRUE,"Oct 5, 2001 to Jan 18, 2002"
